S.No,actual,pred,alive,plod,name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
999,1,1,0.796,0.204,Donnel Haigh,Ser,1.0,,255.0,,,,,House Haigh,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,50.0,0.0,0,0.0,0.0869565217391304,1
583,1,1,0.704,0.296,Harlon Greyjoy,,1.0,Ironborn,,,,,,House Greyjoy,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0635451505016722,1
1352,1,1,0.797,0.203,Sarra Frey,,0.0,,285.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,20.0,0.0,0,0.0,0.137123745819397,1
76,1,1,0.982,0.018,Raymond Nayland,Ser,0.0,,,,,,,House Nayland,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1542,1,0,0.43,0.57,Lyle Crakehall,Ser,1.0,,,,,,,House Crakehall,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.107023411371237,1
762,1,0,0.199,0.801,Maynard Plumm,Ser,1.0,,,,,,,House Plumm,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1779,1,1,0.827,0.173,Obara Sand,,0.0,Dornish,271.0,,,,,House Martell,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,34.0,0.06666666666666667,1,0.0,0.140468227424749,1
1554,0,0,0.142,0.858,Masha Heddle,,0.0,,,298.0,,,,,,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.040133779264214,0
1598,0,1,0.889,0.111,Preston Greenfield,Ser,1.0,Westermen,,299.0,,,,House Greenfield,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0936454849498327,0
850,1,1,0.993,0.007,Penny Jenny,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
757,0,0,0.374,0.626,Maslyn,,0.0,,,299.0,,,,Night's Watch,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,0
1549,1,0,0.393,0.607,Mago,Bloodrider,0.0,Dothraki,,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0334448160535117,1
1767,1,1,0.835,0.165,Marlon Manderly,Ser,1.0,,,,,,,House Manderly,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0434782608695652,1
309,1,1,0.737,0.263,Alys Arryn,,0.0,,,,,,,House Arryn,Elys Waynwood,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,,0.06666666666666667,1,0.0,0.0802675585284281,1
542,1,0,0.486,0.514,Gowen Baratheon,,1.0,,,,,,,House Baratheon,Tya Lannister,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1301,0,1,0.998,0.002,Raymun Redbeard,King-Beyond-the-Wall,1.0,free folk,,226.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,0
1794,0,0,0.003,0.997,Vargo Hoat,Lord of Harrenhal,1.0,Qohor,,300.0,,,,Brave Companions,,1.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.210702341137123,0
487,1,1,0.996,0.004,Eldred Codd,,1.0,Ironborn,,,,,,House Codd,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
625,1,1,0.745,0.255,Jate Blackberry,,1.0,,,,,,,House Blackberry,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
604,0,0,0.262,0.738,Hendry Bracken,,0.0,,,299.0,,,,House Bracken,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.040133779264214,0
1733,1,1,0.615,0.385,Hyle Hunt,Ser,0.0,,,,,,,House Hunt,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.103678929765886,1
984,1,1,0.711,0.289,Deana Hardyng,,0.0,,,,,,,House Hardyng,Walton Frey,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0969899665551839,1
704,1,1,0.669,0.331,Leyla Hightower,,0.0,,,,,,,House Hightower,Jon Cupps,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0501672240802675,1
1074,1,1,0.758,0.242,Gunthor Hightower,Ser,0.0,,,,,,,House Hightower,Jeyne Fossoway,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0535117056856187,1
1505,1,1,0.925,0.075,Emmon Frey,Riverrun,1.0,,237.0,,,,,House Frey of Riverrun,Genna Lannister,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,68.0,0.0,0,0.0,0.23076923076923,1
1376,1,1,0.848,0.152,Sybell Spicer,Crag,0.0,,,,,,,House Spicer,Gawen Westerling,0.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0869565217391304,1
82,1,1,0.712,0.288,Redwyn,,0.0,,,,,,,Night's Watch,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
202,1,1,0.989,0.011,Tom Costayne,Ser,0.0,,,,,,,House Costayne,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
306,1,1,0.987,0.013,Alyce,,1.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1883,1,1,0.752,0.248,Quaithe,,0.0,Asshai'i,,,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.127090301003344,1
1533,0,1,0.783,0.217,Khrazz,,1.0,Ghiscari,277.0,300.0,,,,House of Loraq,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,23.0,0.0,0,0.0,0.0769230769230769,0
977,1,1,0.984,0.016,Damon Shett,Ser,0.0,,,,,,,House Shett of Gull Tower,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
629,1,1,0.837,0.163,Jeffory Mallister,,1.0,,,,,,,House Mallister,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
734,0,1,0.795,0.205,Lyonel Bentley,Ser,0.0,,,130.0,,,,Queensguard,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,0
47,1,1,0.967,0.033,Zharaq zo Loraq,,1.0,Ghiscari,,,,,,House of Loraq,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
829,1,1,0.757,0.243,Ormond Osgrey,Coldmoat,0.0,,,,,,,House Osgrey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0100334448160535,1
323,1,1,0.709,0.291,Arrec Durrandon,,1.0,,,,,,Arlan V Durrandon,,,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,0.0,,0.0,0,0.0,0.0,1
1160,0,0,0.29,0.71,Leo Lefford,Golden Tooth,1.0,,,299.0,,,,House Lefford,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0568561872909698,0
400,1,1,0.983,0.017,Canker Jeyne,,0.0,Braavosi,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
447,1,1,0.796,0.204,Danos Slynt,,1.0,,,,,,,House Slynt,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
1478,1,1,0.923,0.077,Butterbumps,,1.0,,,,,,,House Tyrell,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0367892976588628,1
387,1,1,0.534,0.466,Bryan of Oldtown,,0.0,Reach,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
1474,1,0,0.187,0.813,Bloodbeard,,0.0,,,,,,,Company of the Cat,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0903010033444816,1
1173,1,1,0.992,0.008,Lucas Corbray,Ser,0.0,,,,,,,House Corbray,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
1747,1,0,0.479,0.521,Jonos Bracken,Stone Hedge,1.0,,,,,,,House Bracken,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.190635451505016,1
1343,1,1,0.518,0.482,Ryger Rivers,,1.0,,,,,,,House Frey,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.06666666666666667,1,0.0,0.0234113712374581,1
1091,1,1,0.724,0.276,Harys Haigh,Ser,1.0,,254.0,,,,,House Haigh,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,51.0,0.0,0,0.0,0.0903010033444816,1
1121,0,0,0.223,0.777,Jeyne Arryn,Eyrie,0.0,Vale,,134.0,,,,House Arryn,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0334448160535117,0
726,1,1,0.95,0.05,Lucas Tyrell,,1.0,,,,,,,House Tyrell,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.123745819397993,1
546,1,1,0.719,0.281,Green Gergen,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
610,1,1,0.837,0.163,Holger,,0.0,Vale mountain clans,,,,,,Stone Crows,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
437,1,1,0.998,0.002,Dagon Ironmaker,,1.0,Ironborn,,,,,,House Ironmaker,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1502,1,1,0.748,0.252,Eldon Estermont,Ser,1.0,Stormlands,228.0,,,,,House Estermont,Sylva Santagar,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,77.0,0.0,0,0.0,0.060200668896321,1
475,1,1,0.835,0.165,Dyah,,0.0,Free Folk,,,,,,,Craster,0.0,0.0,1.0,1.0,0.0,,,,0.0,1.0,0.0,,0.0,0,0.0,0.0167224080267558,1
1800,1,1,0.73,0.27,Shagga,,1.0,Vale mountain clans,,,,,,Stone Crows,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0735785953177257,1
1413,0,1,0.525,0.475,Tyrek Lannister,,1.0,,286.0,299.0,,,,House Lannister,Ermesande Hayford,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,13.0,0.0,0,0.0,0.133779264214046,0
88,0,0,0.002,0.998,Rhaenys Targaryen,Queen,0.0,Valyrian,-25.0,10.0,,,,House Targaryen,Aegon I Targaryen,1.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,35.0,0.06666666666666667,1,0.0,0.277591973244147,0
1845,0,1,0.652,0.348,Willam Dustin,Barrowton,1.0,Northmen,,283.0,,,,House Dustin,Barbrey Ryswell,1.0,0.0,0.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0635451505016722,0
308,1,1,0.947,0.053,Alyn Hunt,Ser,1.0,,,,,,,House Hunt,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
1379,1,1,0.662,0.338,Sylwa Paege,,0.0,,,,,,,House Paege,Whalen Frey,0.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0802675585284281,1
1822,0,1,0.662,0.338,Stevron Frey,Ser,1.0,,233.0,299.0,,,,House Frey,Corenna Swann,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,66.0,0.0,0,0.0,0.17391304347826,0
656,1,1,0.813,0.187,Jorgen,,1.0,,,,,,,House Webber,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
617,1,1,0.813,0.187,Ironbelly,,1.0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
352,1,1,0.997,0.003,Benedict,Archmaester,0.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,1
651,1,1,0.841,0.159,Jon Vance,Maester,1.0,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1915,1,0,0.131,0.869,Chataya,,0.0,Summer Isles,,,,,,Chataya's brothel,,1.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0735785953177257,1
1106,0,1,0.603,0.397,Humfrey Beesbury,Ser,1.0,,,209.0,,,,House Beesbury,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,0
570,1,1,0.997,0.003,Gysella Goodbrother,,0.0,Ironborn,,,,,,House Goodbrother,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0267558528428093,1
1465,1,1,0.976,0.024,Anders Yronwood,Yronwood,1.0,,,,,,,House Yronwood,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.060200668896321,1
85,0,0,0.001,0.999,Rhaegel Targaryen,Prince of Dragonstone,1.0,Valyrian,173.0,215.0,,,,House Targaryen,Alys Arryn,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,42.0,0.2,1,0.0,0.0969899665551839,0
1564,1,1,0.825,0.175,Missandei,,0.0,Naathi,288.0,,,,,House Targaryen,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,17.0,0.0,0,0.0,0.17391304347826,1
267,1,1,0.822,0.178,Werlag,,0.0,Ironborn,,,,,,House Greyjoy,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1863,1,1,0.782,0.218,Khorane Sathmantes,,0.0,Lyseni,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
442,1,1,0.855,0.145,Dalla (Dragonstone),,0.0,,,,,,,House Baratheon of Dragonstone,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1638,1,0,0.092,0.908,Arwyn Oakheart,Old Oak,1.0,,,,,,,House Oakheart,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0367892976588628,1
250,1,1,0.824,0.176,Walder Frey (son of Ryman),,1.0,Rivermen,260.0,,,,,House Frey,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,45.0,0.0,0,0.0,0.0,1
128,0,1,0.783,0.217,Rowan,,1.0,Free folk,,300.0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.060200668896321,0
503,1,1,0.813,0.187,Esgred,,1.0,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
1894,1,1,0.967,0.033,Steelskin,,1.0,Ghiscari,,,,,,House of Loraq,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0167224080267558,1
691,1,1,0.797,0.203,Leana Frey,,0.0,,299.0,,,,,House Frey,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,6.0,0.0,0,0.0,0.0735785953177257,1
1157,1,1,0.868,0.132,Lanna Lannister,,0.0,,,,,,,House Lannister,Antario Jast,0.0,0.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,,0.0,0,0.0,0.0735785953177257,1
1694,1,1,0.822,0.178,Eleyna Westerling,,0.0,,287.0,,,,,House Westerling,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,18.0,0.0,0,0.0,0.0468227424749163,1
1436,1,1,0.931,0.069,Walgrave,Archmaester,1.0,,,,,,,Maesters,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0434782608695652,1
398,1,1,0.817,0.183,Calon,,0.0,Northmen,,,,,,House Stark,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,1
609,1,1,0.988,0.012,Hoke,,0.0,,,,,,,House Lannister,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
1433,1,1,0.81,0.19,Walder Goodbrook,,1.0,,290.0,,,,,House Goodbrook,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,15.0,0.0,0,0.0,0.0668896321070234,1
932,1,0,0.181,0.819,Beren Tallhart,,1.0,Northmen,289.0,,,,,House Tallhart,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,16.0,0.0,0,0.0,0.0702341137123745,1
1508,1,1,0.758,0.242,Ghost of High Heart,,0.0,,,,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0869565217391304,1
416,1,1,0.718,0.282,Clarence Crabb (Short),Ser,1.0,,,,,,,House Crabb,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0066889632107023,1
991,1,1,0.989,0.011,Dermot,Ser,0.0,,,,,,,House Baratheon of Dragonstone,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1215,0,0,0.058,0.942,Matarys Targaryen,Prince,1.0,,184.0,209.0,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,25.0,0.0,0,0.0,0.100334448160535,0
1908,0,0,0.295,0.705,Mycah,,1.0,Westeros,285.0,298.0,,,,,,1.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,13.0,0.0,0,0.0,0.103678929765886,0
1066,1,1,0.996,0.004,Grazdan mo Eraz,,0.0,Ghiscari,,,,,,Wise Masters,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
1852,1,1,0.528,0.472,Selyse Florent,LadyQueen,0.0,,,,,,,House Florent,Stannis Baratheon,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0,1.0,0.397993311036789,1
372,1,1,0.99,0.01,Bors,,1.0,,,,,,,House Martell,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
1675,0,0,0.422,0.578,Criston Cole,Ser,1.0,Stormlands,82.0,130.0,,,,House Cole,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,48.0,0.0,0,1.0,0.505016722408026,0
866,1,1,0.83,0.17,Puddingfoot,,0.0,,,,,,,Brotherhood without banners,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
62,1,1,0.968,0.032,Quhuru Mo,,1.0,Summer Isles,,,,,,,,0.0,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.040133779264214,1
1470,1,1,0.741,0.259,Ben Plumm,Commander of the Second Sons,1.0,,,,,,,Second Sons,,0.0,0.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.140468227424749,1
1898,0,0,0.06,0.94,Maelor Targaryen,Prince,1.0,,127.0,130.0,,,,House Targaryen,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,3.0,0.0,0,0.0,0.180602006688963,0
1098,1,1,0.742,0.258,Horas Redwyne,Ser,1.0,Reach,,,,,,House Redwyne,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.217391304347826,1
77,1,1,0.923,0.077,Raymund Tyrell,,0.0,,,,,,,House Tyrell,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.127090301003344,1
1158,1,0,0.183,0.817,Leathers,Master-at-Arms,1.0,Wildling,259.0,,,,,Night's Watch,,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,46.0,0.0,0,0.0,0.0501672240802675,1
365,1,1,0.712,0.288,Bethany Fair-Fingers,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,1
677,0,1,0.514,0.486,Kromm,,0.0,ironborn,,299.0,,,,House Greyjoy,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0066889632107023,0
909,1,1,0.711,0.289,Annara Farring,Lady,0.0,,,,,,,House Farring,Walder Frey,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.0635451505016722,1
833,1,1,0.786,0.214,Osmynd,Septon,0.0,,,,,,,Faith of the Seven,,0.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0033444816053511,1
748,1,1,0.738,0.262,Manfred Lothston,,1.0,,,,,,,House Lothston,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0100334448160535,1
171,1,0,0.13,0.87,Steffon Fossoway,Ser,1.0,,,,,,,House Fossoway of Cider Hall,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.040133779264214,1
987,0,1,0.788,0.212,Delp,,0.0,,,299.0,,,,House Tully,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0133779264214046,0
1679,1,0,0.201,0.799,Danny Flint,,0.0,Northmen,,,,,,House Flint,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0234113712374581,1
272,1,0,0.02,0.98,Zollo,,1.0,Dothraki,,,,,,Brave Companions,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0367892976588628,1
1409,1,1,0.699,0.301,Tybolt Crakehall,Ser,1.0,,,,,,,House Crakehall,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
1214,1,1,0.867,0.133,Marsella Waynwood,,0.0,,,,,,,House Waynwood,Stevron Frey,0.0,1.0,1.0,1.0,0.0,,,,0.0,1.0,0.0,,0.0,0,0.0,0.0969899665551839,1
713,1,1,0.817,0.183,Lothar,Maester,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0,1
1597,1,0,0.389,0.611,Podrick Payne,,1.0,,286.0,,,,,House Payne,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,19.0,0.0,0,0.0,0.290969899665551,1
1519,1,0,0.428,0.572,Harrion Karstark,Karhold,1.0,Northmen,,,,,,House Karstark,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,,0.13333333333333333,1,0.0,0.0969899665551839,1
1667,1,0,0.096,0.904,Brynden Tully,Ser,1.0,Rivermen,242.0,,,,,House Tully,,1.0,1.0,1.0,1.0,1.0,,,,,0.0,1.0,63.0,0.3333333333333333,1,1.0,0.341137123745819,1
1909,1,0,0.458,0.542,Joyeuse Erenford,the Crossing,1.0,,282.0,,,,,House Erenford,Walder Frey,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,23.0,0.0,0,0.0,0.0434782608695652,1
568,0,0,0.303,0.697,Gynir,,1.0,,,299.0,,,,House Greyjoy,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.0267558528428093,0
1370,1,1,0.747,0.253,Steffon Frey,,0.0,,263.0,,,,,House Frey,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,0.0,42.0,0.0,0,0.0,0.100334448160535,1
1646,0,1,0.961,0.039,Baelor Blacktyde,Blacktyde,1.0,Ironborn,,300.0,,,,House Blacktyde,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.060200668896321,0
1482,1,1,0.834,0.166,Cersei Lannister,Light of the West,0.0,Westerlands,266.0,,,,,House Lannister,Robert Baratheon,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,39.0,0.6,1,1.0,1.0,1
1402,1,1,0.969,0.031,Trebor Jordayne,Lord of the Tor,0.0,,,,,,,House Jordayne,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0167224080267558,1
1151,0,1,0.694,0.306,Kyra,,1.0,,280.0,300.0,,,,House Stark,,1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,20.0,0.0,0,0.0,0.0535117056856187,0
978,1,1,0.841,0.159,Damon Vypren,Ser,0.0,,265.0,,,,,House Vypren,,0.0,1.0,1.0,1.0,0.0,,,,,0.0,1.0,40.0,0.0,0,0.0,0.157190635451505,1
1450,0,1,0.538,0.462,Willam Stark,Winterfell,1.0,Northmen,,226.0,,,,House Stark,Melantha Blackwood,0.0,1.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,,0.0,0,0.0,0.11705685618729,0
540,1,1,0.71,0.29,Godwyn,,1.0,,,,,,,House Lannister,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.0,1
711,0,1,0.962,0.038,Lorimer,Ser,1.0,,,298.0,,,,House Lefford,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0133779264214046,0
1382,0,1,0.661,0.339,Symond Frey,,1.0,,252.0,300.0,,,,House Frey,Betharios of Braavos,0.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,0.0,48.0,0.0,0,0.0,0.20066889632107,0
1934,1,1,0.767,0.233,Temmo,Khal,1.0,Dothraki,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.020066889632107,1
1571,1,1,0.988,0.012,Myles,Maester,1.0,,,,,,,House Martell,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
11,0,0,0.167,0.833,Will,,1.0,,,297.0,,,,Night's Watch,,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0,0.0,0.163879598662207,0
1033,1,1,0.973,0.027,Eustace Hunter,Ser,0.0,,,,,,,House Hunter,,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,,0.0,0,0.0,0.0234113712374581,1
870,1,1,0.705,0.295,Qarl Correy,Ser,1.0,,,,,,,House Velaryon,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,0.0,0,0.0,0.0267558528428093,1
1656,1,1,0.875,0.125,Belwas,,1.0,Meereenese,,,,,,House Targaryen,,0.0,1.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0,0.0,0.1438127090301,1
